post_id,community_id,author_id,title,body,media,url,tags,score,num_comments,created_at,updated_at,status,spam_score
P001612,C200,U00281,Present truth degree grow box reduce who like minute interest,Scientist common often manager court news company.,,,"admit,nature,entire",-262,426,2025-04-05T12:14:28,2025-04-20T12:14:28,active,0.199
P001613,C109,U01746,Enter I person,Goal believe local everyone suffer allow popular. This source suddenly middle group course. Find add wrong scene nice break.,,,"agree,after",226,328,2025-03-22T14:04:08,2025-03-22T14:04:08,active,0.907
P001614,C123,U00270,Not which morning,Leave arm film image which forward them eye. Next news friend. Culture make attack. Day film begin small mind fear car.,,https://www.dawson.net/,"money,each",34,337,2024-01-03T23:11:14,2024-01-03T23:11:14,active,0.573
P001615,C150,U02908,Figure catch between share discover,Word thing main sure central. Campaign during believe short list trip. Smile parent green foot. Government down success director all travel reason. Author society spring young likely.,,,"try,eye,third",13,440,2024-02-12T02:42:53,2024-02-27T02:42:53,active,0.58
P001616,C171,U02084,Eat number notice real able throw wife,Sign dog seat throughout.,[across.jpg],,"protect,really,clearly,drug",688,332,2024-10-07T03:18:33,2024-10-07T03:18:33,active,0.752
P001617,C020,U02446,Moment wind part listen arrive Congress,Around goal article. Air student expert these. Set travel reality listen poor front. Drug hotel professor machine. Under room certainly kind free.,,,"TV,top",109,70,2024-06-02T06:09:15,2024-06-02T06:09:15,flagged,0.572
P001618,C147,U01424,Civil college rest wait,How bed whole far strategy. Never apply well movement owner. Ok bar approach these.,,,"body,matter,where",-100,100,2025-06-12T01:40:23,2025-06-12T01:40:23,active,0.607
P001619,C108,U00637,Five reduce research sign point many act agency,Community customer suffer. No expert bad hot.,,,"PM,car,military",-35,362,2024-07-31T08:48:11,2024-07-31T08:48:11,active,0.858
P001620,C175,U01236,Present during necessary do return prove,Old source it force away. Mind majority operation develop over away trial.,,,"happy,head,occur,expert",279,98,2025-02-02T15:00:06,2025-02-02T15:00:06,active,0.802
P001621,C148,U00116,Heart machine else,That thing time beat to best staff. Fact third against structure listen consumer central. Dark three eat chair agency former. Husband unit something anyone suffer coach. Stand owner business mouth half may.,,,"score,consumer,group",72,51,2024-01-25T06:38:06,2024-01-25T06:38:06,active,0.365
P001622,C061,U02985,Vote itself hard own up,Enough quickly man control effect rock one operation.,,,"training,deep",-237,242,2024-03-19T13:02:32,2024-03-19T13:02:32,active,0.736
P001623,C083,U00359,Central sense once choose develop,Federal decision economy trade suggest. Front tend travel particularly action. Different law six college hope material politics its.,,,"note,sister,agent",233,115,2024-02-20T19:51:37,2024-02-20T19:51:37,flagged,0.605
P001624,C162,U00265,Crime full read travel story age bit mention impact goal,Into live card baby.,[various.jpg],,"itself,finally,responsibility",-83,133,2024-12-12T14:30:27,2024-12-12T14:30:27,active,0.872
P001625,C055,U00996,Animal actually land,Of whatever sense give ball deal direction. Really less tax strong herself. Discussion relationship notice impact. Land top into consider west.,,,"head,those,prevent,every",424,278,2025-03-19T20:29:15,2025-03-31T20:29:15,active,0.033
P001626,C139,U00545,Market improve summer politics skill arm people trip,Small under our give be walk. Beautiful produce investment wife.,,,"suffer,cost",266,475,2025-02-01T20:30:35,2025-02-07T20:30:35,active,0.674
P001627,C107,U02347,Team lawyer new picture if,Action religious item light part top news. Fund role character we night which well push. Cut put board trial direction sea. Cover style late. Bank stand computer successful at she.,,,agent,-39,218,2025-07-31T12:48:45,2025-07-31T12:48:45,removed,0.597
P001628,C051,U00438,Management main themselves name company dog use,Indeed break garden safe once project local. Medical field about book stock. Summer before enough project long rich.,,,meet,306,102,2024-06-17T12:53:21,2024-06-24T12:53:21,active,0.223
P001629,C120,U02836,Her skin pass home young face cut might,Daughter animal keep picture feeling. Agent cover always kitchen course happen. Official enough establish final clearly. Look strategy movie add leader cause. Participant range former total author a peace law.,,,then,63,163,2024-07-30T19:34:57,2024-07-30T19:34:57,active,0.02
P001630,C193,U02737,Future value hundred thank argue experience,Least star between car season affect no. Court between yes. Hot much available before. Customer billion create sell purpose catch skin. Against southern force throw meeting impact skill.,,,"receive,such,fight",220,247,2024-01-04T03:42:22,2024-01-04T03:42:22,active,0.854
P001631,C062,U00320,Over his than,Special end just home.,,,"air,several,here",146,438,2024-01-01T07:37:08,2024-01-01T07:37:08,active,0.77
P001632,C036,U02434,Often eat production as my number lose region thousand general more,Force call environment part bar. I between practice type leg here should. Include light teach his really reduce. Read rock party him minute allow wall.,[future.jpg],https://thomas-pineda.com/,"push,professor,rise",-119,45,2025-03-06T18:42:14,2025-03-06T18:42:14,active,0.065
P001633,C194,U00434,Moment need stand see yourself TV miss by,Power measure son catch. Type buy above chair this hand. Focus stuff follow live need. Receive development care. Risk language well professor.,,http://maddox-smith.info/,"information,also,check,history",-78,160,2025-07-31T09:46:01,2025-07-31T09:46:01,active,0.69
P001634,C126,U01059,Wonder,Themselves likely president cold. Will behind weight much watch participant.,,,"gas,leave,which",255,176,2024-07-10T15:59:52,2024-07-18T15:59:52,flagged,0.326
P001635,C001,U01067,Skin possible participant right each save,Really drive receive rather return white bank. Yard live budget bed color suddenly center.,,,"majority,condition",-16,277,2025-10-18T20:33:59,2025-11-02T20:33:59,active,0.227
P001636,C120,U00515,Box drug attack far quality believe order,Notice produce drug worry trade administration Republican. House floor job continue site himself something. Cause charge road wrong score within. Standard opportunity than large capital history.,,,"develop,more,Democrat,with",-30,419,2025-04-02T10:56:07,2025-04-02T10:56:07,active,0.089
P001637,C034,U01458,Person company month your,Station politics area simple. Again source worker sister crime experience. Protect real eat both doctor design natural.,,,official,-141,111,2025-01-30T16:53:15,2025-01-30T16:53:15,active,0.507
P001638,C134,U00763,Either young evidence president on kid star read,Drop morning game offer. Girl which significant him.,[seek.jpg],,"down,bag,cell,change",134,248,2025-02-01T11:34:13,2025-02-01T11:34:13,active,0.309
P001639,C092,U02195,Late unit sea administration administration draw dream,Factor dinner act base put. Develop throw night stuff various. Spend interest always party. Company month measure present. Partner player federal over space east system. Share hold up.,,http://www.ortiz-mclaughlin.biz/,"ahead,product,successful,if",462,451,2025-08-25T03:10:53,2025-08-25T03:10:53,active,0.362
P001640,C101,U02882,How certain pull manage find,Machine deep support word much truth. Many loss then TV policy nature.,,,"often,improve,physical",-163,116,2025-01-13T20:06:06,2025-01-13T20:06:06,active,0.405
P001641,C129,U02038,Religious worry decade rock,Mr yet road member.,,,"respond,democratic,boy,us",54,189,2025-10-30T22:11:57,2025-10-30T22:11:57,active,0.597
P001642,C086,U01422,Tv painting care theory site result,Sea each research card play ahead improve maybe. Difference grow step how first home thing. Top support question much account drug with although. However across admit environmental itself. Use stay forward able age together responsibility game. Person someone second. House the century big.,,,weight,332,217,2025-05-31T21:25:14,2025-05-31T21:25:14,active,0.503
P001643,C169,U00527,Go candidate act of two your study four,Hard market church often. Continue some year chance foot. Benefit tax remain pass think senior investment for. Mouth interest statement her treatment body how. Continue night network operation election.,,,nor,34,310,2025-03-21T15:12:49,2025-04-02T15:12:49,active,0.334
P001644,C178,U02572,Low stock particularly black their management issue difficult relationship,Nearly then maybe quickly more team best.,,,"data,recognize,turn",140,467,2024-06-19T08:46:29,2024-06-19T08:46:29,active,0.705
P001645,C068,U00651,Production charge,Activity camera west. Perhaps face prove off natural my myself. Door help prevent only western thing.,,,mother,-162,296,2024-11-07T18:15:42,2024-11-07T18:15:42,active,0.311
P001646,C037,U02254,Practice senior audience attack brother character building understand,Responsibility pull phone its contain institution I. Live series cause they theory talk turn. Under wind fight find attention leave role. Few risk type learn attack which. Kid action pattern eight. Practice author usually history business.,,,"top,good,away",135,81,2025-08-01T08:16:15,2025-08-01T08:16:15,active,0.691
P001647,C006,U00824,Thing despite trial director behind rate body help list always,Trip hotel board writer. Campaign artist vote mention theory audience theory. Yet though arm stuff explain. From share season. What get rich care theory.,[meet.jpg],,"station,challenge",12,25,2024-12-17T16:22:39,2024-12-28T16:22:39,active,0.57
P001648,C156,U02001,End civil movement name body institution try space exist their little,Section somebody firm over manager recognize hand.,,,boy,247,202,2025-06-30T19:22:54,2025-06-30T19:22:54,active,0.966
P001649,C026,U02546,Deal material ok sign difference happen,Single debate mouth maybe. However education seat she.,,https://www.fuller.info/,"investment,natural",287,143,2025-09-17T01:33:07,2025-09-17T01:33:07,active,0.042
P001650,C031,U02917,Line form,Ground plan couple food everything could. Pretty western billion rate staff item pattern. Every entire physical consumer material find follow main. Onto move treat fine bit expect option economic. Response however thousand decide not. Young work find even box well.,,,"participant,sister",567,71,2024-02-10T21:26:35,2024-02-10T21:26:35,active,0.088
P001651,C180,U00863,Rather many step,Until event performance you pay. Enjoy theory throw lawyer.,,,television,165,32,2025-08-31T05:03:46,2025-09-05T05:03:46,active,0.903
P001652,C115,U00723,Base meet,Try edge ahead support. White career our successful care.,[maintain.jpg],,"people,into",115,246,2025-01-26T11:34:47,2025-01-26T11:34:47,active,0.252
